Trade Price,Bid,Ask,Bid_Size,Ask_Size
100.36224,100.3422376,100.3822424,100,100
100.3711358,100.351134,100.3911376,100,100
100.3643582,100.3443568,100.3843595,100,100
100.3637144,100.3437143,100.3837146,100,100
100.289618,100.2696032,100.3096327,100,100
100.2975284,100.2775268,100.31753,100,100
100.2999668,100.2799663,100.3199673,100,100
100.3795495,100.3595336,100.3995653,100,100
100.3545062,100.3345012,100.3745112,100,100
100.3349535,100.3149496,100.3549574,100,100
100.295818,100.2758102,100.3158258,100,100
100.240391,100.2203799,100.260402,100,100
100.3000344,100.2800225,100.3200463,100,100
100.2824182,100.2624147,100.3024217,100,100
100.2599203,100.2399158,100.2799248,100,100
100.2004395,100.1804277,100.2204514,100,100
100.1064554,100.0864367,100.1264742,100,100
100.0909975,100.0709944,100.1110006,100,100
100.1094571,100.0894534,100.1294608,100,100
100.147856,100.1278484,100.1678637,100,100
100.2103279,100.1903155,100.2303404,100,100
100.1741217,100.1541145,100.194129,100,100
100.1740784,100.1540784,100.1940784,100,100
100.1425783,100.122572,100.1625846,100,100
100.1370263,100.1170251,100.1570274,100,100
100.1627459,100.1427408,100.1827511,100,100
100.2399321,100.2199167,100.2599475,100,100
100.2937499,100.2737391,100.3137606,100,100
100.3190005,100.2989954,100.3390055,100,100
100.3607978,100.3407895,100.3808061,100,100
100.4235656,100.4035531,100.4435781,100,100
100.4465472,100.4265427,100.4665518,100,100
100.4902521,100.4702434,100.5102608,100,100
100.4781799,100.4581775,100.4981823,100,100
100.4894561,100.4694539,100.5094584,100,100
100.5842682,100.5642493,100.6042871,100,100
100.6061316,100.5861272,100.6261359,100,100
100.5739708,100.5539644,100.5939772,100,100
100.5775142,100.5575135,100.5975149,100,100
100.5870371,100.5670352,100.607039,100,100
100.5609671,100.5409619,100.5809723,100,100
100.5649639,100.5449631,100.5849647,100,100
100.6280892,100.6080767,100.6481018,100,100
100.6310777,100.6110771,100.6510783,100,100
100.6223142,100.6023124,100.6423159,100,100
100.6038295,100.5838258,100.6238331,100,100
100.6446931,100.624685,100.6647013,100,100
100.6382196,100.6182183,100.6582209,100,100
100.6236197,100.6036168,100.6436226,100,100
100.5561688,100.5361554,100.5761822,100,100
100.5611534,100.5411524,100.5811544,100,100
100.540463,100.5204588,100.5604671,100,100
100.5200996,100.5000956,100.5401037,100,100
100.5609422,100.540934,100.5809503,100,100
100.6259966,100.6059837,100.6460096,100,100
100.5483426,100.5283272,100.568358,100,100
100.5248581,100.5048535,100.5448628,100,100
100.5739775,100.5539678,100.5939873,100,100
100.5395389,100.519532,100.5595457,100,100
100.5480386,100.5280369,100.5680403,100,100
100.4880474,100.4680355,100.5080593,100,100
100.4530708,100.4330639,100.4730778,100,100
100.4457924,100.425791,100.4657939,100,100
100.5056377,100.4856257,100.5256496,100,100
100.5321334,100.5121282,100.5521387,100,100
100.5696144,100.5496069,100.5896218,100,100
100.5802393,100.5602372,100.6002414,100,100
100.5768634,100.5568627,100.5968641,100,100
100.5704874,100.5504861,100.5904887,100,100
100.5597075,100.5397053,100.5797096,100,100
100.5399421,100.5199382,100.5599461,100,100
100.5625686,100.5425641,100.5825731,100,100
100.5958795,100.5758729,100.6158861,100,100
100.5979795,100.5779791,100.6179799,100,100
100.5821352,100.562132,100.6021383,100,100
100.6010346,100.5810308,100.6210384,100,100
100.6484127,100.6284033,100.6684221,100,100
100.6704307,100.6504264,100.6904351,100,100
100.6636646,100.6436633,100.683666,100,100
100.7016124,100.6816048,100.7216199,100,100
100.7158614,100.6958585,100.7358642,100,100
100.6970012,100.6769975,100.717005,100,100
100.6089984,100.5889809,100.6290159,100,100
100.5824758,100.5624706,100.6024811,100,100
100.5558942,100.5358889,100.5758994,100,100
100.573548,100.5535444,100.5935515,100,100
100.6125511,100.5925433,100.6325588,100,100
100.6116273,100.5916272,100.6316275,100,100
100.5752803,100.555273,100.5952875,100,100
100.6479366,100.6279222,100.6679511,100,100
100.6108615,100.5908541,100.6308689,100,100
100.5595419,100.5395317,100.5795521,100,100
100.609563,100.589553,100.6295729,100,100
100.6663594,100.6463481,100.6863707,100,100
100.7227155,100.7027043,100.7427267,100,100
100.761206,100.7411984,100.7812137,100,100
100.7327871,100.7127815,100.7527928,100,100
100.698975,100.6789683,100.7189817,100,100
100.7648099,100.7447968,100.784823,100,100
100.7609847,100.7409839,100.7809854,100,100
100.7141397,100.6941304,100.734149,100,100
100.6472449,100.6272316,100.6672582,100,100
100.6128305,100.5928236,100.6328373,100,100
100.6163095,100.5963088,100.6363102,100,100
100.6160065,100.5960064,100.6360065,100,100
100.6093294,100.5893281,100.6293308,100,100
100.5994678,100.5794658,100.6194697,100,100
100.6135869,100.5935841,100.6335897,100,100
100.6346493,100.6146451,100.6546535,100,100
100.5919226,100.5719141,100.6119311,100,100
100.5720192,100.5520153,100.5920232,100,100
100.6208286,100.6008188,100.6408383,100,100
100.6391891,100.6191855,100.6591928,100,100
100.6130233,100.5930181,100.6330285,100,100
100.6019613,100.5819591,100.6219634,100,100
100.5435053,100.5234937,100.5635169,100,100
100.5058282,100.4858208,100.5258357,100,100
100.4642372,100.444229,100.4842455,100,100
100.4349354,100.4149296,100.4549412,100,100
100.3650692,100.3450553,100.3850832,100,100
100.3680387,100.3480381,100.3880393,100,100
100.3515184,100.3315151,100.3715217,100,100
100.3434191,100.3234175,100.3634207,100,100
100.3057381,100.2857306,100.3257456,100,100
100.2444509,100.2244387,100.2644631,100,100
100.2506755,100.2306743,100.2706768,100,100
100.2476358,100.2276352,100.2676364,100,100
100.2644308,100.2444274,100.2844341,100,100
100.3542173,100.3341994,100.3742352,100,100
100.3778518,100.3578471,100.3978565,100,100
100.3432589,100.323252,100.3632658,100,100
100.256574,100.2365568,100.2765913,100,100
100.2523676,100.2323668,100.2723685,100,100
100.2881353,100.2681281,100.3081424,100,100
100.2810825,100.2610811,100.301084,100,100
100.2834095,100.2634091,100.30341,100,100
100.2720361,100.2520338,100.2920383,100,100
100.1752632,100.1552439,100.1952825,100,100
100.2052178,100.1852118,100.2252238,100,100
100.215146,100.195144,100.235148,100,100
100.2738117,100.2538,100.2938234,100,100
100.2583181,100.238315,100.2783212,100,100
100.2733426,100.2533396,100.2933456,100,100
100.3087192,100.2887122,100.3287263,100,100
100.2685371,100.248529,100.2885451,100,100
100.300218,100.2802116,100.3202243,100,100
100.3353632,100.3153562,100.3553702,100,100
100.308479,100.2884737,100.3284844,100,100
100.2941719,100.2741691,100.3141748,100,100
100.2320836,100.2120712,100.252096,100,100
100.279299,100.2592896,100.2993084,100,100
100.2316725,100.211663,100.251682,100,100
100.1770901,100.1570792,100.197101,100,100
100.1922785,100.1722755,100.2122815,100,100
100.1889993,100.1689986,100.2089999,100,100
100.1617808,100.1417754,100.1817862,100,100
100.2444319,100.2244154,100.2644484,100,100
100.3289233,100.3089064,100.3489401,100,100
100.2956594,100.2756527,100.315666,100,100
100.3201335,100.3001286,100.3401384,100,100
100.2829623,100.2629549,100.3029697,100,100
100.2530504,100.2330444,100.2730564,100,100
100.2447192,100.2247176,100.2647209,100,100
100.219721,100.199716,100.239726,100,100
100.1926909,100.1726855,100.2126963,100,100
100.2709698,100.2509541,100.2909854,100,100
100.2409193,100.2209133,100.2609253,100,100
100.2500175,100.2300157,100.2700193,100,100
100.2071027,100.1870942,100.2271113,100,100
100.2475152,100.2275071,100.2675232,100,100
100.259716,100.2397135,100.2797184,100,100
100.261698,100.2416976,100.2816984,100,100
100.2941359,100.2741294,100.3141423,100,100
100.3095471,100.289544,100.3295502,100,100
100.3647722,100.3447612,100.3847832,100,100
100.3807231,100.3607199,100.4007263,100,100
100.3932432,100.3732407,100.4132457,100,100
100.3183879,100.298373,100.3384028,100,100
100.3985101,100.3784942,100.4185261,100,100
100.398211,100.378211,100.4182111,100,100
100.3759123,100.3559078,100.3959167,100,500
100.2911565,100.2711396,100.3111733,100,1000
100.2575597,100.237553,100.2775664,100,100
100.2358989,100.2158945,100.2559032,100,100
100.2590627,100.2390581,100.2790673,100,100
100.2782946,100.2582908,100.2982985,100,100
100.2975999,100.277596,100.3176037,100,800
100.3136703,100.2936671,100.3336735,100,100
100.3332484,100.3132445,100.3532523,100,100
100.3478503,100.3278474,100.3678532,500,700
100.3459916,100.3259912,100.365992,1000,100
100.282377,100.2623643,100.3023897,100,100
100.3063405,100.2863358,100.3263453,100,100
100.362777,100.3427657,100.3827882,100,100
100.3529953,100.3329934,100.3729973,100,100
100.3403191,100.3203166,100.3603217,800,100
100.3108436,100.2908378,100.3308495,100,100
100.2770257,100.2570189,100.2970324,100,100
100.2322491,100.2122402,100.252258,700,100
100.2610153,100.2410095,100.281021,100,100
100.2407839,100.2207799,100.260788,100,100
100.2096323,100.189626,100.2296385,100,100
100.1899245,100.1699206,100.2099285,100,100
100.2251672,100.2051602,100.2451743,100,100
100.2417281,100.2217248,100.2617314,100,100
100.1956365,100.1756273,100.2156457,100,100
100.1723675,100.1523628,100.1923721,100,100
100.164414,100.1444124,100.1844155,100,100
100.1996365,100.1796295,100.2196435,100,100
100.1523731,100.1323637,100.1723825,100,100
100.2083766,100.1883654,100.2283877,100,100
100.2801524,100.2601381,100.3001667,100,100
100.3240055,100.3039968,100.3440143,100,100
100.3349444,100.3149422,100.3549465,100,100
100.2502279,100.230211,100.2702448,100,100
100.2238587,100.2038534,100.2438639,500,100
100.2458769,100.2258726,100.2658813,1000,500
100.2883391,100.2683306,100.3083476,100,1000
100.2614804,100.2414751,100.2814858,100,100
100.2762777,100.2562748,100.2962807,100,100
100.3043815,100.2843759,100.3243871,100,100
100.3544735,100.3344635,100.3744835,800,100
100.4345612,100.4145452,100.4545772,100,800
100.3843913,100.3643813,100.4044013,100,100
100.312001,100.2919865,100.3320154,700,100
100.3072055,100.2872046,100.3272065,100,700
100.3557729,100.3357632,100.3757826,100,100
100.2684179,100.2484005,100.2884353,100,100
100.3506283,100.3306119,100.3706447,100,100
100.3539513,100.3339506,100.3739519,100,100
100.38648,100.3664735,100.4064864,100,100
100.3424645,100.3224557,100.3624733,100,100
100.3659465,100.3459418,100.3859512,100,100
100.3523889,100.3323862,100.3723916,100,100
100.3395859,100.3195833,100.3595884,100,100
100.3183175,100.2983132,100.3383217,100,100
100.2801061,100.2600984,100.3001137,100,100
100.3513921,100.3313779,100.3714063,100,100
100.3016212,100.2816113,100.3216312,100,100
100.225605,100.2055898,100.2456201,100,100
100.1739147,100.1539044,100.193925,100,100
100.0857688,100.0657512,100.1057864,100,100
100.0596378,100.0396326,100.079643,100,100
100.0919952,100.0719887,100.1120017,100,100
100.1260908,100.106084,100.1460977,100,100
100.1053687,100.0853646,100.1253728,100,100
100.0488075,100.0287962,100.0688188,100,100
99.9802696,99.9602559,100.0002833,100,100
100.0385292,100.0185175,100.0585408,100,100
100.0396516,100.0196513,100.0596518,100,100
100.0590241,100.0390203,100.079028,100,100
100.112703,100.0926923,100.1327137,100,100
100.1130878,100.0930877,100.1330878,100,100
100.060452,100.0404415,100.0804625,100,100
99.99255324,99.97253967,100.0125668,100,100
100.0502037,100.0301922,100.0702153,100,100
99.97916302,99.95914882,99.99917722,100,100
100.018015,99.99800728,100.0380228,100,100
99.98715549,99.96714932,100.0071617,100,100
100.0320129,100.0120039,100.0520219,100,100
100.0154934,99.99549013,100.0354967,100,100
99.98065066,99.9606437,100.0006576,100,100
99.96552835,99.94552533,99.98553138,100,100
99.91693926,99.89692954,99.93694898,100,100
99.93904472,99.91904029,99.95904914,100,100
99.93647823,99.91647772,99.95647875,100,100
100.0067025,99.98668847,100.0267166,100,100
100.0082267,99.98822635,100.028227,100,100
99.97930364,99.95929786,99.99930943,100,100
99.95800624,99.93800198,99.9780105,100,100
99.97308477,99.95308176,99.99308779,100,100
99.97960304,99.95960173,99.99960434,100,100
99.98835,99.96834825,100.0083517,100,100
99.96548015,99.94547557,99.98548472,100,100
99.96324017,99.94323972,99.98324062,100,100
99.95655347,99.93655214,99.97655481,100,100
99.97629916,99.9562952,99.99630311,100,100
100.0625288,100.0425116,100.0825461,100,100
99.99962816,99.97961559,100.0196407,100,100
99.94699451,99.92698398,99.96700503,100,100
99.99996349,99.97995289,100.0199741,100,100
100.0565486,100.0365373,100.0765599,100,100
99.9969642,99.97695229,100.0169761,100,100
99.95112562,99.93111645,99.97113478,100,100
99.96925445,99.94925083,99.98925808,100,100
100.0122776,99.99226901,100.0322862,100,100
99.99415758,99.97415396,100.0141612,100,100
100.0177496,99.99774491,100.0377543,100,100
100.0726387,100.0526278,100.0926497,100,100
100.125112,100.1051015,100.1451225,100,100
100.0712131,100.0512024,100.0912239,100,100
100.0529507,100.0329471,100.0729544,100,100
100.0623847,100.0423828,100.0823866,100,100
100.0379738,100.0179689,100.0579787,100,100
100.0094827,99.98947697,100.0294884,100,100
100.0238486,100.0038458,100.0438515,100,100
99.97634831,99.95633881,99.99635781,100,100
99.96466952,99.94466718,99.98467186,100,100
99.99096905,99.97096379,100.0109743,100,100
100.0373314,100.0173221,100.0573407,100,100
100.0106302,99.99062489,100.0306356,100,100
100.0161673,99.99616617,100.0361684,100,100
99.97002596,99.95001673,99.99003519,100,100
100.0119076,99.99189922,100.031916,100,100
99.99561453,99.97561127,100.0156178,100,100
99.96889538,99.94889003,99.98890072,100,100
99.98865466,99.96865071,100.0086586,100,100
99.99778774,99.97778591,100.0177896,100,100
100.0650093,100.0449959,100.0850228,100,100
100.1475949,100.1275784,100.1676114,100,100
100.1435645,100.1235637,100.1635653,100,100
100.1379296,100.1179285,100.1579308,100,100
100.1449022,100.1249008,100.1649036,100,100
100.1344233,100.1144212,100.1544254,100,100
100.1506969,100.1306937,100.1707002,100,100
100.1002551,100.080245,100.1202651,100,100
100.0272245,100.00721,100.0472391,100,100
100.0540942,100.0340888,100.0740995,100,100
100.0912577,100.0712503,100.1112651,100,100
100.1495799,100.1295683,100.1695916,100,100
100.131336,100.1113323,100.1513396,100,100
100.1209439,100.1009418,100.140946,100,100
100.1599813,100.1399735,100.1799891,100,100
100.1628749,100.1428743,100.1828755,100,100
100.0898531,100.0698385,100.1098677,100,100
100.0710388,100.0510351,100.0910426,100,100
100.0723251,100.0523248,100.0923253,100,100
100.1323686,100.1123566,100.1523806,100,100
100.140801,100.1207994,100.1608027,100,100
100.143709,100.1237084,100.1637096,100,100
